Day,Market Name,Order Count,Revenue
2019-01-20T00:00:00.000-05:00,Orlando FL,2,704.25
2019-01-24T00:00:00.000-05:00,Orlando FL,1,800
2019-01-25T00:00:00.000-05:00,Orlando FL,3,1966.5
2019-01-26T00:00:00.000-05:00,Orlando FL,2,1263
2019-01-30T00:00:00.000-05:00,Orlando FL,1,800
2019-02-01T00:00:00.000-05:00,Orlando FL,2,439.25
2019-02-02T00:00:00.000-05:00,Orlando FL,2,663.25
2019-02-03T00:00:00.000-05:00,Orlando FL,1,800
2019-02-06T00:00:00.000-05:00,Orlando FL,1,554.75
2019-02-07T00:00:00.000-05:00,Orlando FL,2,697.25
2019-02-15T00:00:00.000-05:00,Orlando FL,2,1415
2018-09-19T00:00:00.000-04:00,"Orlando, FL",1,290.25
2018-09-24T00:00:00.000-04:00,"Orlando, FL",1,307
2018-10-02T00:00:00.000-04:00,"Orlando, FL",1,258
2018-10-09T00:00:00.000-04:00,"Orlando, FL",1,73.75
2018-10-23T00:00:00.000-04:00,"Orlando, FL",3,3458.25
2018-10-25T00:00:00.000-04:00,"Orlando, FL",1,0
2018-10-26T00:00:00.000-04:00,"Orlando, FL",1,308
2018-11-23T00:00:00.000-05:00,"Orlando, FL",1,104
2018-11-25T00:00:00.000-05:00,"Orlando, FL",1,354.75
2018-11-28T00:00:00.000-05:00,"Orlando, FL",1,99
2018-12-03T00:00:00.000-05:00,"Orlando, FL",1,99
2018-12-08T00:00:00.000-05:00,"Orlando, FL",2,327
2018-12-18T00:00:00.000-05:00,"Orlando, FL",1,148.5
2018-12-19T00:00:00.000-05:00,"Orlando, FL",1,338
2018-12-23T00:00:00.000-05:00,"Orlando, FL",1,243.25
2019-01-03T00:00:00.000-05:00,"Orlando, FL",1,232.75
2019-01-08T00:00:00.000-05:00,"Orlando, FL",1,228
2019-01-21T00:00:00.000-05:00,"Orlando, FL",2,369.25
2019-01-23T00:00:00.000-05:00,"Orlando, FL",2,267
2019-01-27T00:00:00.000-05:00,"Orlando, FL",1,378.75
2019-01-29T00:00:00.000-05:00,"Orlando, FL",1,89
2019-01-31T00:00:00.000-05:00,"Orlando, FL",1,244.75
2019-02-13T00:00:00.000-05:00,"Orlando, FL",1,89
2018-11-10T00:00:00.000-05:00,Philadelphia PA,2,467
2018-11-11T00:00:00.000-05:00,Philadelphia PA,2,421.5
2018-11-15T00:00:00.000-05:00,Philadelphia PA,1,675.75
2018-11-18T00:00:00.000-05:00,Philadelphia PA,2,456
2018-11-24T00:00:00.000-05:00,Philadelphia PA,1,437
2018-11-26T00:00:00.000-05:00,Philadelphia PA,1,397.5
2018-11-30T00:00:00.000-05:00,Philadelphia PA,3,572
2018-12-01T00:00:00.000-05:00,Philadelphia PA,2,930.25
2018-12-14T00:00:00.000-05:00,Philadelphia PA,3,993.5
2018-12-21T00:00:00.000-05:00,Philadelphia PA,1,427
2018-12-22T00:00:00.000-05:00,Philadelphia PA,1,583.25
2018-12-27T00:00:00.000-05:00,Philadelphia PA,1,501.75
2018-12-30T00:00:00.000-05:00,Philadelphia PA,2,814.75
2019-01-06T00:00:00.000-05:00,Philadelphia PA,3,1883.5
2019-01-18T00:00:00.000-05:00,Philadelphia PA,1,683
2019-01-25T00:00:00.000-05:00,Philadelphia PA,2,813
2019-01-26T00:00:00.000-05:00,Philadelphia PA,2,568.75
2019-01-27T00:00:00.000-05:00,Philadelphia PA,2,577.25
2019-02-01T00:00:00.000-05:00,Philadelphia PA,3,1270
2019-02-02T00:00:00.000-05:00,Philadelphia PA,3,1125.5
2019-02-04T00:00:00.000-05:00,Philadelphia PA,2,718
2019-02-07T00:00:00.000-05:00,Philadelphia PA,2,1065.5
2019-02-10T00:00:00.000-05:00,Philadelphia PA,2,619.5
2019-02-14T00:00:00.000-05:00,Philadelphia PA,1,397.5
2018-11-14T00:00:00.000-05:00,"Philadelphia, PA",1,99
2018-11-16T00:00:00.000-05:00,"Philadelphia, PA",1,104
2018-11-17T00:00:00.000-05:00,"Philadelphia, PA",1,109
2018-11-19T00:00:00.000-05:00,"Philadelphia, PA",1,272.25
2018-11-21T00:00:00.000-05:00,"Philadelphia, PA",1,99
2018-11-28T00:00:00.000-05:00,"Philadelphia, PA",1,99
2018-11-29T00:00:00.000-05:00,"Philadelphia, PA",1,258
2018-12-02T00:00:00.000-05:00,"Philadelphia, PA",2,297
2018-12-05T00:00:00.000-05:00,"Philadelphia, PA",1,198
2018-12-07T00:00:00.000-05:00,"Philadelphia, PA",1,190
2018-12-08T00:00:00.000-05:00,"Philadelphia, PA",1,381.5
2018-12-10T00:00:00.000-05:00,"Philadelphia, PA",1,340
2018-12-15T00:00:00.000-05:00,"Philadelphia, PA",1,272.5
2018-12-18T00:00:00.000-05:00,"Philadelphia, PA",1,184.5
2018-12-23T00:00:00.000-05:00,"Philadelphia, PA",1,387.25
2019-01-02T00:00:00.000-05:00,"Philadelphia, PA",1,98.75
2019-01-07T00:00:00.000-05:00,"Philadelphia, PA",1,118.5
2019-01-09T00:00:00.000-05:00,"Philadelphia, PA",1,79
2019-01-11T00:00:00.000-05:00,"Philadelphia, PA",1,314.5
2019-01-12T00:00:00.000-05:00,"Philadelphia, PA",1,222.5
2019-01-13T00:00:00.000-05:00,"Philadelphia, PA",1,356.5
2019-01-22T00:00:00.000-05:00,"Philadelphia, PA",1,138.25
2019-01-24T00:00:00.000-05:00,"Philadelphia, PA",1,119
2019-01-31T00:00:00.000-05:00,"Philadelphia, PA",1,327.25
2019-02-03T00:00:00.000-05:00,"Philadelphia, PA",1,316
2019-02-09T00:00:00.000-05:00,"Philadelphia, PA",1,89
2018-04-30T00:00:00.000-04:00,Phoenix AZ,1,451.5
2018-05-01T00:00:00.000-04:00,Phoenix AZ,1,1171.5
2018-05-05T00:00:00.000-04:00,Phoenix AZ,2,408.75
2018-05-07T00:00:00.000-04:00,Phoenix AZ,1,799.25
2018-05-12T00:00:00.000-04:00,Phoenix AZ,1,653.25
2018-05-13T00:00:00.000-04:00,Phoenix AZ,2,538
2018-05-14T00:00:00.000-04:00,Phoenix AZ,3,823.75
2018-05-15T00:00:00.000-04:00,Phoenix AZ,2,681.5
2018-05-16T00:00:00.000-04:00,Phoenix AZ,4,415
2018-05-17T00:00:00.000-04:00,Phoenix AZ,1,605.25
2018-05-19T00:00:00.000-04:00,Phoenix AZ,1,429.75
2018-05-22T00:00:00.000-04:00,Phoenix AZ,1,421.75
2018-05-24T00:00:00.000-04:00,Phoenix AZ,1,1063.75
2018-05-25T00:00:00.000-04:00,Phoenix AZ,2,1154.75
2018-05-26T00:00:00.000-04:00,Phoenix AZ,2,1104.75
2018-05-27T00:00:00.000-04:00,Phoenix AZ,3,2019.25
2018-05-28T00:00:00.000-04:00,Phoenix AZ,4,915.75
2018-05-29T00:00:00.000-04:00,Phoenix AZ,3,808
2018-05-30T00:00:00.000-04:00,Phoenix AZ,2,391.75
2018-05-31T00:00:00.000-04:00,Phoenix AZ,3,1100
2018-06-01T00:00:00.000-04:00,Phoenix AZ,4,1684
2018-06-02T00:00:00.000-04:00,Phoenix AZ,4,1296.25
2018-06-03T00:00:00.000-04:00,Phoenix AZ,3,1152.25
2018-06-04T00:00:00.000-04:00,Phoenix AZ,3,804
2018-06-07T00:00:00.000-04:00,Phoenix AZ,2,625
2018-06-08T00:00:00.000-04:00,Phoenix AZ,2,627.75
2018-06-10T00:00:00.000-04:00,Phoenix AZ,1,417
2018-06-11T00:00:00.000-04:00,Phoenix AZ,1,708.75
2018-06-12T00:00:00.000-04:00,Phoenix AZ,2,679.5
2018-06-15T00:00:00.000-04:00,Phoenix AZ,1,546
2018-06-16T00:00:00.000-04:00,Phoenix AZ,4,1209.25
2018-06-17T00:00:00.000-04:00,Phoenix AZ,3,615
2018-06-19T00:00:00.000-04:00,Phoenix AZ,4,1039.75
2018-06-20T00:00:00.000-04:00,Phoenix AZ,2,1428.5
2018-06-21T00:00:00.000-04:00,Phoenix AZ,4,1100.5
2018-06-22T00:00:00.000-04:00,Phoenix AZ,3,714
2018-06-26T00:00:00.000-04:00,Phoenix AZ,3,529.25
2018-06-27T00:00:00.000-04:00,Phoenix AZ,4,1305.5
2018-06-28T00:00:00.000-04:00,Phoenix AZ,4,1948.75
2018-06-29T00:00:00.000-04:00,Phoenix AZ,6,2361.25
2018-06-30T00:00:00.000-04:00,Phoenix AZ,4,1699.25
2018-07-02T00:00:00.000-04:00,Phoenix AZ,1,1513
2018-07-05T00:00:00.000-04:00,Phoenix AZ,2,630.75
2018-07-06T00:00:00.000-04:00,Phoenix AZ,2,636
2018-07-07T00:00:00.000-04:00,Phoenix AZ,3,476
2018-07-08T00:00:00.000-04:00,Phoenix AZ,2,463.5
2018-07-09T00:00:00.000-04:00,Phoenix AZ,2,1107.75
2018-07-10T00:00:00.000-04:00,Phoenix AZ,5,812.5
2018-07-11T00:00:00.000-04:00,Phoenix AZ,2,730.25
2018-07-12T00:00:00.000-04:00,Phoenix AZ,5,1602.75
2018-07-13T00:00:00.000-04:00,Phoenix AZ,5,2390
2018-07-14T00:00:00.000-04:00,Phoenix AZ,5,2512.5
2018-07-15T00:00:00.000-04:00,Phoenix AZ,3,1640
2018-07-16T00:00:00.000-04:00,Phoenix AZ,4,1465
2018-07-18T00:00:00.000-04:00,Phoenix AZ,4,2067
2018-07-19T00:00:00.000-04:00,Phoenix AZ,5,1379
2018-07-21T00:00:00.000-04:00,Phoenix AZ,4,1481.5
2018-07-22T00:00:00.000-04:00,Phoenix AZ,5,1649
2018-07-23T00:00:00.000-04:00,Phoenix AZ,2,570.25
2018-07-24T00:00:00.000-04:00,Phoenix AZ,3,595.5
2018-07-25T00:00:00.000-04:00,Phoenix AZ,4,2032.25
2018-07-26T00:00:00.000-04:00,Phoenix AZ,3,1087
2018-07-27T00:00:00.000-04:00,Phoenix AZ,6,1869.5
2018-07-28T00:00:00.000-04:00,Phoenix AZ,4,1570.5
2018-07-29T00:00:00.000-04:00,Phoenix AZ,3,964
2018-07-30T00:00:00.000-04:00,Phoenix AZ,4,937.25
2018-07-31T00:00:00.000-04:00,Phoenix AZ,3,797.25
2018-08-01T00:00:00.000-04:00,Phoenix AZ,2,982.25
2018-08-02T00:00:00.000-04:00,Phoenix AZ,5,1446.25
2018-08-03T00:00:00.000-04:00,Phoenix AZ,5,1076
2018-08-04T00:00:00.000-04:00,Phoenix AZ,2,519
2018-08-05T00:00:00.000-04:00,Phoenix AZ,3,1168.75
2018-08-06T00:00:00.000-04:00,Phoenix AZ,1,584
2018-08-07T00:00:00.000-04:00,Phoenix AZ,3,1986.5
2018-08-08T00:00:00.000-04:00,Phoenix AZ,4,1080.75
2018-08-09T00:00:00.000-04:00,Phoenix AZ,1,417
2018-08-10T00:00:00.000-04:00,Phoenix AZ,2,684
2018-08-11T00:00:00.000-04:00,Phoenix AZ,4,2063.25
2018-08-12T00:00:00.000-04:00,Phoenix AZ,3,1387
2018-08-13T00:00:00.000-04:00,Phoenix AZ,2,467
2018-08-15T00:00:00.000-04:00,Phoenix AZ,4,1985.25
2018-08-16T00:00:00.000-04:00,Phoenix AZ,3,1171.25
2018-08-17T00:00:00.000-04:00,Phoenix AZ,3,2316
2018-08-21T00:00:00.000-04:00,Phoenix AZ,2,1579.75
2018-08-22T00:00:00.000-04:00,Phoenix AZ,2,1208.25
2018-08-23T00:00:00.000-04:00,Phoenix AZ,2,888.5
2018-08-24T00:00:00.000-04:00,Phoenix AZ,1,1150
2018-08-25T00:00:00.000-04:00,Phoenix AZ,6,2193.25
2018-08-26T00:00:00.000-04:00,Phoenix AZ,5,2674
2018-08-27T00:00:00.000-04:00,Phoenix AZ,3,1081.5
2018-08-28T00:00:00.000-04:00,Phoenix AZ,3,949.25
2018-08-29T00:00:00.000-04:00,Phoenix AZ,2,1249
2018-08-31T00:00:00.000-04:00,Phoenix AZ,2,904
2018-09-01T00:00:00.000-04:00,Phoenix AZ,4,2776.75
2018-09-02T00:00:00.000-04:00,Phoenix AZ,2,1743.75
2018-09-04T00:00:00.000-04:00,Phoenix AZ,2,1058
2018-09-05T00:00:00.000-04:00,Phoenix AZ,2,1458.5
2018-09-06T00:00:00.000-04:00,Phoenix AZ,1,1150
2018-09-07T00:00:00.000-04:00,Phoenix AZ,4,2158
2018-09-09T00:00:00.000-04:00,Phoenix AZ,2,1289
2018-09-10T00:00:00.000-04:00,Phoenix AZ,2,2500
2018-09-11T00:00:00.000-04:00,Phoenix AZ,2,909
2018-09-12T00:00:00.000-04:00,Phoenix AZ,2,1058
2018-09-13T00:00:00.000-04:00,Phoenix AZ,2,768.75
2018-09-14T00:00:00.000-04:00,Phoenix AZ,3,1744
2018-09-15T00:00:00.000-04:00,Phoenix AZ,3,2069
2018-09-16T00:00:00.000-04:00,Phoenix AZ,3,2758
2018-09-18T00:00:00.000-04:00,Phoenix AZ,1,477
2018-09-19T00:00:00.000-04:00,Phoenix AZ,2,1528
2018-09-20T00:00:00.000-04:00,Phoenix AZ,2,588
2018-09-21T00:00:00.000-04:00,Phoenix AZ,2,2050
2018-09-22T00:00:00.000-04:00,Phoenix AZ,7,2921
2018-09-23T00:00:00.000-04:00,Phoenix AZ,4,2145.5
2018-09-24T00:00:00.000-04:00,Phoenix AZ,3,1918
2018-09-25T00:00:00.000-04:00,Phoenix AZ,2,1190
2018-09-26T00:00:00.000-04:00,Phoenix AZ,2,1950
2018-09-27T00:00:00.000-04:00,Phoenix AZ,1,1150
2018-09-30T00:00:00.000-04:00,Phoenix AZ,3,1274.25
2018-10-01T00:00:00.000-04:00,Phoenix AZ,4,1947.75
2018-10-03T00:00:00.000-04:00,Phoenix AZ,4,2715.5
2018-10-04T00:00:00.000-04:00,Phoenix AZ,3,1868
2018-10-05T00:00:00.000-04:00,Phoenix AZ,3,2750
2018-10-06T00:00:00.000-04:00,Phoenix AZ,2,1319
2018-10-12T00:00:00.000-04:00,Phoenix AZ,3,2194
2018-10-13T00:00:00.000-04:00,Phoenix AZ,5,2160.75
2018-10-14T00:00:00.000-04:00,Phoenix AZ,2,1022.75
2018-10-15T00:00:00.000-04:00,Phoenix AZ,4,2722.5
2018-10-16T00:00:00.000-04:00,Phoenix AZ,1,1150
2018-10-18T00:00:00.000-04:00,Phoenix AZ,2,1700
2018-10-19T00:00:00.000-04:00,Phoenix AZ,2,2050
2018-10-20T00:00:00.000-04:00,Phoenix AZ,4,2837.25
2018-10-21T00:00:00.000-04:00,Phoenix AZ,5,2165.5
2018-10-22T00:00:00.000-04:00,Phoenix AZ,3,657.25
2018-10-23T00:00:00.000-04:00,Phoenix AZ,3,2030.75
2018-10-24T00:00:00.000-04:00,Phoenix AZ,1,1150
2018-10-25T00:00:00.000-04:00,Phoenix AZ,4,2272.75
2018-10-26T00:00:00.000-04:00,Phoenix AZ,4,2688
2018-10-29T00:00:00.000-04:00,Phoenix AZ,2,1600
2018-10-31T00:00:00.000-04:00,Phoenix AZ,3,2598
2018-11-01T00:00:00.000-04:00,Phoenix AZ,3,2728
2018-11-02T00:00:00.000-04:00,Phoenix AZ,2,1215
2018-11-04T00:00:00.000-04:00,Phoenix AZ,6,3000
2018-11-05T00:00:00.000-05:00,Phoenix AZ,2,899
2018-11-06T00:00:00.000-05:00,Phoenix AZ,1,1039.5
2018-11-07T00:00:00.000-05:00,Phoenix AZ,3,2774.75
2018-11-08T00:00:00.000-05:00,Phoenix AZ,2,1078
2018-11-09T00:00:00.000-05:00,Phoenix AZ,5,3044
2018-11-10T00:00:00.000-05:00,Phoenix AZ,2,407
2018-11-11T00:00:00.000-05:00,Phoenix AZ,2,636
2018-11-12T00:00:00.000-05:00,Phoenix AZ,2,1172.75
2018-11-15T00:00:00.000-05:00,Phoenix AZ,3,2176.25
2018-11-16T00:00:00.000-05:00,Phoenix AZ,4,2497.25
2018-11-19T00:00:00.000-05:00,Phoenix AZ,2,1547.5
2018-11-20T00:00:00.000-05:00,Phoenix AZ,4,2200.5
2018-11-23T00:00:00.000-05:00,Phoenix AZ,3,1525
2018-11-25T00:00:00.000-05:00,Phoenix AZ,4,2495.75
2018-11-27T00:00:00.000-05:00,Phoenix AZ,2,1735.25
2018-11-28T00:00:00.000-05:00,Phoenix AZ,3,2308
2018-11-29T00:00:00.000-05:00,Phoenix AZ,2,1547
2018-12-03T00:00:00.000-05:00,Phoenix AZ,3,1657
2018-12-04T00:00:00.000-05:00,Phoenix AZ,2,706
2018-12-05T00:00:00.000-05:00,Phoenix AZ,4,3046
2018-12-06T00:00:00.000-05:00,Phoenix AZ,2,1633.75
2018-12-08T00:00:00.000-05:00,Phoenix AZ,4,2367
2018-12-09T00:00:00.000-05:00,Phoenix AZ,2,1950
2018-12-10T00:00:00.000-05:00,Phoenix AZ,1,645
2018-12-11T00:00:00.000-05:00,Phoenix AZ,2,879
2018-12-12T00:00:00.000-05:00,Phoenix AZ,1,1250
2018-12-13T00:00:00.000-05:00,Phoenix AZ,2,2500
2018-12-14T00:00:00.000-05:00,Phoenix AZ,2,1950
2018-12-16T00:00:00.000-05:00,Phoenix AZ,2,1508
2018-12-18T00:00:00.000-05:00,Phoenix AZ,2,2300
2018-12-20T00:00:00.000-05:00,Phoenix AZ,5,3037
2018-12-21T00:00:00.000-05:00,Phoenix AZ,3,3056
2018-12-22T00:00:00.000-05:00,Phoenix AZ,3,1950
2018-12-28T00:00:00.000-05:00,Phoenix AZ,2,1950
2018-12-30T00:00:00.000-05:00,Phoenix AZ,5,2993.25
2018-12-31T00:00:00.000-05:00,Phoenix AZ,4,2604.25
2019-01-02T00:00:00.000-05:00,Phoenix AZ,3,1260.5
2019-01-03T00:00:00.000-05:00,Phoenix AZ,4,2714
2019-01-04T00:00:00.000-05:00,Phoenix AZ,2,2085.25
2019-01-06T00:00:00.000-05:00,Phoenix AZ,3,1855
2019-01-08T00:00:00.000-05:00,Phoenix AZ,2,607.25
2019-01-09T00:00:00.000-05:00,Phoenix AZ,5,2130.5
2019-01-10T00:00:00.000-05:00,Phoenix AZ,4,1213
2019-01-12T00:00:00.000-05:00,Phoenix AZ,3,2080
2019-01-13T00:00:00.000-05:00,Phoenix AZ,2,1239
2019-01-17T00:00:00.000-05:00,Phoenix AZ,3,2711.75
2019-01-20T00:00:00.000-05:00,Phoenix AZ,2,1845
2019-01-21T00:00:00.000-05:00,Phoenix AZ,4,2120.5
2019-01-24T00:00:00.000-05:00,Phoenix AZ,5,1574
2019-01-25T00:00:00.000-05:00,Phoenix AZ,4,2697
2019-01-27T00:00:00.000-05:00,Phoenix AZ,4,1673.75
2019-01-28T00:00:00.000-05:00,Phoenix AZ,2,1182.75
2019-01-29T00:00:00.000-05:00,Phoenix AZ,4,2101.25
2019-01-31T00:00:00.000-05:00,Phoenix AZ,3,1133.75
2019-02-01T00:00:00.000-05:00,Phoenix AZ,3,2248
2019-02-02T00:00:00.000-05:00,Phoenix AZ,3,2444.75
2019-02-04T00:00:00.000-05:00,Phoenix AZ,1,800
2019-02-05T00:00:00.000-05:00,Phoenix AZ,2,477.5
2019-02-06T00:00:00.000-05:00,Phoenix AZ,2,1593.75
2019-02-07T00:00:00.000-05:00,Phoenix AZ,2,889
2019-02-08T00:00:00.000-05:00,Phoenix AZ,3,2553.5
2019-02-09T00:00:00.000-05:00,Phoenix AZ,3,2375.75
2019-02-10T00:00:00.000-05:00,Phoenix AZ,1,1250
2019-02-11T00:00:00.000-05:00,Phoenix AZ,1,520.25
2019-02-12T00:00:00.000-05:00,Phoenix AZ,1,800
2019-02-13T00:00:00.000-05:00,Phoenix AZ,2,575.25
2019-02-15T00:00:00.000-05:00,Phoenix AZ,1,776.25
2019-02-16T00:00:00.000-05:00,Phoenix AZ,2,590.75
2018-04-26T00:00:00.000-04:00,"Phoenix, AZ",1,278
2018-04-27T00:00:00.000-04:00,"Phoenix, AZ",1,352.75
2018-04-28T00:00:00.000-04:00,"Phoenix, AZ",1,375.25
2018-05-02T00:00:00.000-04:00,"Phoenix, AZ",1,278
2018-05-04T00:00:00.000-04:00,"Phoenix, AZ",1,258
2018-05-06T00:00:00.000-04:00,"Phoenix, AZ",1,258
2018-05-09T00:00:00.000-04:00,"Phoenix, AZ",2,356
2018-05-10T00:00:00.000-04:00,"Phoenix, AZ",1,109
2018-05-11T00:00:00.000-04:00,"Phoenix, AZ",1,374.75
2018-05-18T00:00:00.000-04:00,"Phoenix, AZ",1,222.75
2018-05-20T00:00:00.000-04:00,"Phoenix, AZ",1,374.75
2018-05-21T00:00:00.000-04:00,"Phoenix, AZ",2,262.25
2018-05-23T00:00:00.000-04:00,"Phoenix, AZ",2,371.75
2018-06-05T00:00:00.000-04:00,"Phoenix, AZ",1,268
2018-06-09T00:00:00.000-04:00,"Phoenix, AZ",1,379.75
2018-06-14T00:00:00.000-04:00,"Phoenix, AZ",1,371.25
2018-06-18T00:00:00.000-04:00,"Phoenix, AZ",1,272.25
2018-06-24T00:00:00.000-04:00,"Phoenix, AZ",1,278
2018-07-03T00:00:00.000-04:00,"Phoenix, AZ",1,258
2018-07-17T00:00:00.000-04:00,"Phoenix, AZ",1,99
2018-07-20T00:00:00.000-04:00,"Phoenix, AZ",1,338
2018-08-14T00:00:00.000-04:00,"Phoenix, AZ",2,272.25
2018-08-18T00:00:00.000-04:00,"Phoenix, AZ",4,3655.5
2018-08-19T00:00:00.000-04:00,"Phoenix, AZ",1,371.25
2018-08-30T00:00:00.000-04:00,"Phoenix, AZ",1,258
2018-09-03T00:00:00.000-04:00,"Phoenix, AZ",3,371.25
2018-09-08T00:00:00.000-04:00,"Phoenix, AZ",4,3557.5
2018-09-28T00:00:00.000-04:00,"Phoenix, AZ",5,4246.75
2018-09-29T00:00:00.000-04:00,"Phoenix, AZ",4,3329.25
2018-10-07T00:00:00.000-04:00,"Phoenix, AZ",5,3184.5
2018-10-08T00:00:00.000-04:00,"Phoenix, AZ",1,99
2018-10-09T00:00:00.000-04:00,"Phoenix, AZ",1,238.5
2018-10-11T00:00:00.000-04:00,"Phoenix, AZ",5,3372.5
2018-10-27T00:00:00.000-04:00,"Phoenix, AZ",6,4831.75
2018-10-28T00:00:00.000-04:00,"Phoenix, AZ",7,3416.25
2018-11-03T00:00:00.000-04:00,"Phoenix, AZ",4,3650
2018-11-14T00:00:00.000-05:00,"Phoenix, AZ",3,3300
2018-11-17T00:00:00.000-05:00,"Phoenix, AZ",5,4343
2018-11-18T00:00:00.000-05:00,"Phoenix, AZ",6,4441.25
2018-11-21T00:00:00.000-05:00,"Phoenix, AZ",5,4544
2018-11-24T00:00:00.000-05:00,"Phoenix, AZ",6,5175.5
2018-11-26T00:00:00.000-05:00,"Phoenix, AZ",1,99
2018-11-30T00:00:00.000-05:00,"Phoenix, AZ",7,3197.25
2018-12-01T00:00:00.000-05:00,"Phoenix, AZ",9,5668.75
2018-12-02T00:00:00.000-05:00,"Phoenix, AZ",7,4769.25
2018-12-07T00:00:00.000-05:00,"Phoenix, AZ",4,3728
2018-12-15T00:00:00.000-05:00,"Phoenix, AZ",6,3171.5
2018-12-17T00:00:00.000-05:00,"Phoenix, AZ",1,258
2018-12-19T00:00:00.000-05:00,"Phoenix, AZ",5,4019.75
2018-12-23T00:00:00.000-05:00,"Phoenix, AZ",1,258
2018-12-24T00:00:00.000-05:00,"Phoenix, AZ",1,334.75
2018-12-27T00:00:00.000-05:00,"Phoenix, AZ",2,366.75
2018-12-29T00:00:00.000-05:00,"Phoenix, AZ",5,4002.25
2019-01-05T00:00:00.000-05:00,"Phoenix, AZ",6,5020
2019-01-15T00:00:00.000-05:00,"Phoenix, AZ",4,3466
2019-01-16T00:00:00.000-05:00,"Phoenix, AZ",5,3563.75
2019-01-18T00:00:00.000-05:00,"Phoenix, AZ",5,3951
2019-01-19T00:00:00.000-05:00,"Phoenix, AZ",5,3209.5
2019-01-23T00:00:00.000-05:00,"Phoenix, AZ",1,89
2019-01-26T00:00:00.000-05:00,"Phoenix, AZ",5,4597.5
2019-01-30T00:00:00.000-05:00,"Phoenix, AZ",3,3200
2018-06-11T00:00:00.000-04:00,San Antonio TX,1,1638.75
2019-01-09T00:00:00.000-05:00,San Antonio TX,3,455
2019-01-10T00:00:00.000-05:00,San Antonio TX,2,397
2019-01-12T00:00:00.000-05:00,San Antonio TX,2,406
2019-01-17T00:00:00.000-05:00,San Antonio TX,1,1609.5
2019-01-19T00:00:00.000-05:00,San Antonio TX,3,931.75
2019-01-25T00:00:00.000-05:00,San Antonio TX,3,450
2019-01-26T00:00:00.000-05:00,San Antonio TX,3,865
2019-01-31T00:00:00.000-05:00,San Antonio TX,2,435.75
2019-02-02T00:00:00.000-05:00,San Antonio TX,1,507.5
2019-02-05T00:00:00.000-05:00,San Antonio TX,2,1246.25
2019-02-08T00:00:00.000-05:00,San Antonio TX,1,476.5
2019-02-09T00:00:00.000-05:00,San Antonio TX,2,1276
2019-02-10T00:00:00.000-05:00,San Antonio TX,2,1126.75
2019-02-11T00:00:00.000-05:00,San Antonio TX,2,889.25
2019-02-14T00:00:00.000-05:00,San Antonio TX,2,455.5
2019-02-15T00:00:00.000-05:00,San Antonio TX,2,589.75
2019-02-16T00:00:00.000-05:00,San Antonio TX,2,396
2019-01-13T00:00:00.000-05:00,"San Antonio, TX",2,198
2019-01-18T00:00:00.000-05:00,"San Antonio, TX",1,346.5
2019-01-20T00:00:00.000-05:00,"San Antonio, TX",1,79
2019-01-23T00:00:00.000-05:00,"San Antonio, TX",1,206.5
2019-01-29T00:00:00.000-05:00,"San Antonio, TX",1,297
2019-02-03T00:00:00.000-05:00,"San Antonio, TX",1,79
2019-02-06T00:00:00.000-05:00,"San Antonio, TX",2,378.5
2018-08-16T00:00:00.000-04:00,Tampa FL,2,411.75
2018-08-17T00:00:00.000-04:00,Tampa FL,1,556.75
2018-08-25T00:00:00.000-04:00,Tampa FL,3,1106.5
2018-08-26T00:00:00.000-04:00,Tampa FL,3,1308.75
2018-08-27T00:00:00.000-04:00,Tampa FL,3,745
2018-08-31T00:00:00.000-04:00,Tampa FL,2,1462.75
2018-09-02T00:00:00.000-04:00,Tampa FL,1,464.75
2018-09-03T00:00:00.000-04:00,Tampa FL,2,973.25
2018-09-06T00:00:00.000-04:00,Tampa FL,2,571
2018-09-08T00:00:00.000-04:00,Tampa FL,2,1876.75
2018-09-09T00:00:00.000-04:00,Tampa FL,2,1258
2018-09-14T00:00:00.000-04:00,Tampa FL,1,467.25
2018-09-15T00:00:00.000-04:00,Tampa FL,5,2107.25
2018-09-20T00:00:00.000-04:00,Tampa FL,1,580.5
2018-09-21T00:00:00.000-04:00,Tampa FL,2,432
2018-09-22T00:00:00.000-04:00,Tampa FL,2,1135.25
2018-09-24T00:00:00.000-04:00,Tampa FL,3,1248.75
2018-09-25T00:00:00.000-04:00,Tampa FL,3,1226.5
2018-09-28T00:00:00.000-04:00,Tampa FL,1,800
2018-09-29T00:00:00.000-04:00,Tampa FL,2,1259
2018-09-30T00:00:00.000-04:00,Tampa FL,3,1328.5
2018-10-01T00:00:00.000-04:00,Tampa FL,1,1250
2018-10-03T00:00:00.000-04:00,Tampa FL,2,1249
2018-10-04T00:00:00.000-04:00,Tampa FL,2,535
2018-10-05T00:00:00.000-04:00,Tampa FL,2,1538
2018-10-06T00:00:00.000-04:00,Tampa FL,4,2271.5
2018-10-08T00:00:00.000-04:00,Tampa FL,1,1250
2018-10-09T00:00:00.000-04:00,Tampa FL,2,998
2018-10-12T00:00:00.000-04:00,Tampa FL,1,521.5
2018-10-13T00:00:00.000-04:00,Tampa FL,3,2037.75
2018-10-14T00:00:00.000-04:00,Tampa FL,2,899
2018-10-18T00:00:00.000-04:00,Tampa FL,1,1250
2018-10-20T00:00:00.000-04:00,Tampa FL,1,800
2018-10-21T00:00:00.000-04:00,Tampa FL,1,800
